source_id,survey,band,mjd,flux,flux_error,observation_id
scale-000400,qualification-synthetic,g,62000.0,20.189998639179656,1.1711175160847394,000400-0000
scale-000400,qualification-synthetic,g,62001.0,14.41618600824706,1.103537011150886,000400-0001
scale-000400,qualification-synthetic,g,62002.0,20.80612399617339,0.8812890996629459,000400-0002
scale-000400,qualification-synthetic,g,62003.0,18.91984395721529,1.179119072326091,000400-0003
scale-000400,qualification-synthetic,g,62004.0,19.16899509694305,0.8875176467005383,000400-0004
scale-000400,qualification-synthetic,g,62005.0,18.66924348558532,1.1096861406016645,000400-0005
scale-000400,qualification-synthetic,g,62006.0,20.420964472538518,0.958171975477651,000400-0006
scale-000400,qualification-synthetic,g,62007.0,18.632847110612676,0.8836604058990238,000400-0007
scale-000400,qualification-synthetic,g,62008.0,20.137046598041426,1.0515121678182882,000400-0008
scale-000400,qualification-synthetic,g,62009.0,21.22537291502317,0.9585683360409075,000400-0009
scale-000400,qualification-synthetic,g,62010.0,19.683153556322335,0.9826465309598521,000400-0010
scale-000400,qualification-synthetic,g,62011.0,20.043466059668063,0.9378268046295043,000400-0011
scale-000400,qualification-synthetic,g,62012.0,20.67044558053259,1.1284962766858442,000400-0012
scale-000400,qualification-synthetic,g,62013.0,18.911446148403435,1.1026438567897656,000400-0013
scale-000400,qualification-synthetic,g,62014.0,21.89334230968785,0.9679343786490882,000400-0014
scale-000400,qualification-synthetic,g,62015.0,24.049899432939437,1.0252383442848112,000400-0015
scale-000400,qualification-synthetic,g,62016.0,28.823165264967823,1.1280725866324206,000400-0016
scale-000400,qualification-synthetic,g,62017.0,24.72497172363884,0.9072684575418534,000400-0017
scale-000400,qualification-synthetic,g,62018.0,25.84594053064967,1.1016221172776925,000400-0018
scale-000400,qualification-synthetic,g,62019.0,25.87325205578619,1.1914136500388508,000400-0019
scale-000400,qualification-synthetic,g,62020.0,24.43781576362491,0.9611118639660696,000400-0020
scale-000400,qualification-synthetic,g,62021.0,20.46839429842541,1.1273162773653878,000400-0021
scale-000400,qualification-synthetic,g,62022.0,19.501824203813033,0.9956664610642163,000400-0022
scale-000400,qualification-synthetic,g,62023.0,20.274715565227396,1.0919123595158997,000400-0023
scale-000400,qualification-synthetic,g,62024.0,18.66386353347609,0.9350637691754274,000400-0024
scale-000400,qualification-synthetic,g,62025.0,19.756495127904863,1.1890576495192164,000400-0025
scale-000400,qualification-synthetic,g,62026.0,21.15734894776014,0.9641171474068307,000400-0026
scale-000400,qualification-synthetic,g,62027.0,18.45295318311593,1.191668712152641,000400-0027
scale-000400,qualification-synthetic,g,62028.0,20.118663034354842,0.9821034704743893,000400-0028
scale-000400,qualification-synthetic,g,62029.0,19.22077628387687,1.0706924540028333,000400-0029
scale-000400,qualification-synthetic,g,62030.0,22.023605869543808,0.9909945776996721,000400-0030
scale-000400,qualification-synthetic,g,62031.0,22.387026545638488,1.1750013966484485,000400-0031
scale-000401,qualification-synthetic,g,62000.0,20.2575531443661,0.8661554639110361,000401-0000
scale-000401,qualification-synthetic,g,62001.0,20.762013987788237,1.125235838544767,000401-0001
scale-000401,qualification-synthetic,g,62002.0,21.395324704316653,1.0166164963083324,000401-0002
scale-000401,qualification-synthetic,g,62003.0,22.36051983277586,1.1235926256980509,000401-0003
scale-000401,qualification-synthetic,g,62004.0,19.345293684983517,1.0085298260791624,000401-0004
scale-000401,qualification-synthetic,g,62005.0,18.81740552700799,1.12374727379763,000401-0005
scale-000401,qualification-synthetic,g,62006.0,19.93243676148416,1.0670943951016265,000401-0006
scale-000401,qualification-synthetic,g,62007.0,20.784713759578587,1.1954061988208002,000401-0007
scale-000401,qualification-synthetic,g,62008.0,21.226327906031855,0.9522840334336014,000401-0008
scale-000401,qualification-synthetic,g,62009.0,21.231253327605337,1.022644330216158,000401-0009
scale-000401,qualification-synthetic,g,62010.0,19.349694587360485,0.9368002339083917,000401-0010
scale-000401,qualification-synthetic,g,62011.0,19.6711383899675,1.1319457024621076,000401-0011
scale-000401,qualification-synthetic,g,62012.0,21.127797501074436,0.8751178936877717,000401-0012
scale-000401,qualification-synthetic,g,62013.0,20.19261976064617,0.8097500474273457,000401-0013
scale-000401,qualification-synthetic,g,62014.0,20.357355284171277,1.111636553543267,000401-0014
scale-000401,qualification-synthetic,g,62015.0,20.232531084282407,0.917624249201583,000401-0015
scale-000401,qualification-synthetic,g,62016.0,19.95265900985911,1.1702844162509964,000401-0016
scale-000401,qualification-synthetic,g,62017.0,19.909371629004344,0.9421743889734561,000401-0017
scale-000401,qualification-synthetic,g,62018.0,19.801577662538133,0.8825617530262527,000401-0018
scale-000401,qualification-synthetic,g,62019.0,18.558646550840447,0.8135551995471803,000401-0019
scale-000401,qualification-synthetic,g,62020.0,20.340247643141904,0.8130491757559106,000401-0020
scale-000401,qualification-synthetic,g,62021.0,18.874149387232894,0.8243249455760269,000401-0021
scale-000401,qualification-synthetic,g,62022.0,20.20235490400042,0.9800184786354678,000401-0022
scale-000401,qualification-synthetic,g,62023.0,19.866218609737647,1.1942262108712034,000401-0023
scale-000401,qualification-synthetic,g,62024.0,19.838874117243286,0.9380253705099423,000401-0024
scale-000401,qualification-synthetic,g,62025.0,19.61204561281915,0.9672428663396425,000401-0025
scale-000401,qualification-synthetic,g,62026.0,19.522099963314183,1.0108135907378317,000401-0026
scale-000401,qualification-synthetic,g,62027.0,20.885643616324764,0.9381615249274755,000401-0027
scale-000401,qualification-synthetic,g,62028.0,22.08366023124823,0.9442095264932144,000401-0028
scale-000401,qualification-synthetic,g,62029.0,19.547100235450433,1.1434764004644438,000401-0029
scale-000401,qualification-synthetic,g,62030.0,17.62837768647302,0.8593134546400042,000401-0030
scale-000401,qualification-synthetic,g,62031.0,21.169567207833172,1.130587207310582,000401-0031
scale-000402,qualification-synthetic,g,62000.0,19.44018752517688,0.9332010247491437,000402-0000
scale-000402,qualification-synthetic,g,62001.0,18.9196796557669,1.0767351511886887,000402-0001
scale-000402,qualification-synthetic,g,62002.0,20.86836177347433,0.9200211434572209,000402-0002
scale-000402,qualification-synthetic,g,62003.0,21.233390711381126,0.984249583200811,000402-0003
scale-000402,qualification-synthetic,g,62004.0,18.78041509602104,1.197020338214694,000402-0004
scale-000402,qualification-synthetic,g,62005.0,19.55704323755704,1.1250006267112784,000402-0005
scale-000402,qualification-synthetic,g,62006.0,22.278491713240065,1.0148232990084547,000402-0006
scale-000402,qualification-synthetic,g,62007.0,23.13651356042951,0.85697450201021,000402-0007
scale-000402,qualification-synthetic,g,62008.0,20.26107337020114,0.9633449816317602,000402-0008
scale-000402,qualification-synthetic,g,62009.0,21.085784637431914,1.1699485745166005,000402-0009
scale-000402,qualification-synthetic,g,62010.0,22.305570375552325,0.8764464446938037,000402-0010
scale-000402,qualification-synthetic,g,62011.0,21.159014409439475,1.1124100401438184,000402-0011
scale-000402,qualification-synthetic,g,62012.0,20.329271017339625,0.800838709712046,000402-0012
scale-000402,qualification-synthetic,g,62013.0,18.43092850487281,0.8126740606846027,000402-0013
scale-000402,qualification-synthetic,g,62014.0,19.932336325347723,0.9991959860247762,000402-0014
scale-000402,qualification-synthetic,g,62015.0,20.855158518590983,1.067534124432938,000402-0015
scale-000402,qualification-synthetic,g,62016.0,19.537490833937998,0.8418291261197537,000402-0016
scale-000402,qualification-synthetic,g,62017.0,19.321824522279943,0.9659340460289618,000402-0017
scale-000402,qualification-synthetic,g,62018.0,19.33421666680961,0.8233958618675239,000402-0018
scale-000402,qualification-synthetic,g,62019.0,19.25889808480374,1.1963860469504366,000402-0019
scale-000402,qualification-synthetic,g,62020.0,18.780893402280178,0.8864392616137565,000402-0020
scale-000402,qualification-synthetic,g,62021.0,20.50635730990964,0.8280708175972382,000402-0021
scale-000402,qualification-synthetic,g,62022.0,19.880044135291048,0.9188426651999576,000402-0022
scale-000402,qualification-synthetic,g,62023.0,20.73156512204596,0.8658730392378938,000402-0023
scale-000402,qualification-synthetic,g,62024.0,18.394086551354377,0.9886893380493371,000402-0024
scale-000402,qualification-synthetic,g,62025.0,19.598325775843076,0.8522894133563945,000402-0025
scale-000402,qualification-synthetic,g,62026.0,22.376391352465873,1.1154449415429262,000402-0026
scale-000402,qualification-synthetic,g,62027.0,20.900747404316085,0.8326456096083367,000402-0027
scale-000402,qualification-synthetic,g,62028.0,19.55015073829829,1.076173779499184,000402-0028
scale-000402,qualification-synthetic,g,62029.0,19.005562250507182,1.0390906064195156,000402-0029
scale-000402,qualification-synthetic,g,62030.0,19.569803025467937,0.9325545197808954,000402-0030
scale-000402,qualification-synthetic,g,62031.0,20.80151381323215,1.0704970346594038,000402-0031
scale-000403,qualification-synthetic,g,62000.0,18.744640021545646,1.0589611456311359,000403-0000
scale-000403,qualification-synthetic,g,62001.0,20.633217168603473,1.0106364096987435,000403-0001
scale-000403,qualification-synthetic,g,62002.0,19.228018186040128,0.8064386729887116,000403-0002
scale-000403,qualification-synthetic,g,62003.0,20.731227088946103,1.107296772410369,000403-0003
scale-000403,qualification-synthetic,g,62004.0,19.272206662789625,1.0517326304828145,000403-0004
scale-000403,qualification-synthetic,g,62005.0,17.937716977905673,1.1304431453714616,000403-0005
scale-000403,qualification-synthetic,g,62006.0,20.035904937421925,0.9347617253748459,000403-0006
scale-000403,qualification-synthetic,g,62007.0,19.495688749201612,0.8687045142877147,000403-0007
scale-000403,qualification-synthetic,g,62008.0,20.38068974520164,1.172528073601293,000403-0008
scale-000403,qualification-synthetic,g,62009.0,20.36064523050028,1.0896587620709326,000403-0009
scale-000403,qualification-synthetic,g,62010.0,19.43763266991179,1.066017745477869,000403-0010
scale-000403,qualification-synthetic,g,62011.0,20.424609685209553,0.889916924295401,000403-0011
scale-000403,qualification-synthetic,g,62012.0,21.166881674105582,0.8527054975694666,000403-0012
scale-000403,qualification-synthetic,g,62013.0,19.71718294441042,1.0244327736118226,000403-0013
scale-000403,qualification-synthetic,g,62014.0,20.123266090039216,0.9982458670244847,000403-0014
scale-000403,qualification-synthetic,g,62015.0,19.786561644724134,0.8408989263401732,000403-0015
scale-000403,qualification-synthetic,g,62016.0,22.395988463721633,1.1457842339176751,000403-0016
scale-000403,qualification-synthetic,g,62017.0,21.298763678964132,0.8806950407499272,000403-0017
scale-000403,qualification-synthetic,g,62018.0,21.125190380392986,0.9314074877513171,000403-0018
scale-000403,qualification-synthetic,g,62019.0,19.897726874412534,1.1654868623443304,000403-0019
scale-000403,qualification-synthetic,g,62020.0,19.79554167077938,1.1050174154766854,000403-0020
scale-000403,qualification-synthetic,g,62021.0,21.933839934852212,1.160793976039405,000403-0021
scale-000403,qualification-synthetic,g,62022.0,20.295204273351654,0.8114701088880697,000403-0022
scale-000403,qualification-synthetic,g,62023.0,20.757658714192743,1.0280121065685872,000403-0023
scale-000403,qualification-synthetic,g,62024.0,19.007939493783237,1.1491934965075215,000403-0024
scale-000403,qualification-synthetic,g,62025.0,20.48402715856265,1.0008564410341805,000403-0025
scale-000403,qualification-synthetic,g,62026.0,21.765655492357098,1.0789113567004018,000403-0026
scale-000403,qualification-synthetic,g,62027.0,20.66869248704176,1.070768513615482,000403-0027
scale-000403,qualification-synthetic,g,62028.0,20.4089321940201,0.8213842781691716,000403-0028
