source_id,survey,band,mjd,flux,flux_error,observation_id
scale-000200,qualification-synthetic,g,62000.0,19.85313947102338,0.8422377522048778,000200-0000
scale-000200,qualification-synthetic,g,62001.0,21.193184196039418,1.1342371907288566,000200-0001
scale-000200,qualification-synthetic,g,62002.0,18.083192985184045,0.9860013560239868,000200-0002
scale-000200,qualification-synthetic,g,62003.0,20.79669690404875,1.1333582797358197,000200-0003
scale-000200,qualification-synthetic,g,62004.0,19.782836327899886,0.9498065527330234,000200-0004
scale-000200,qualification-synthetic,g,62005.0,18.818484827372224,1.1278817419287708,000200-0005
scale-000200,qualification-synthetic,g,62006.0,18.977866108169724,1.1109305684646085,000200-0006
scale-000200,qualification-synthetic,g,62007.0,21.53362661640293,1.147448312640842,000200-0007
scale-000200,qualification-synthetic,g,62008.0,19.88855160443504,0.8497345060809769,000200-0008
scale-000200,qualification-synthetic,g,62009.0,20.195764649865378,0.8295517460274038,000200-0009
scale-000200,qualification-synthetic,g,62010.0,21.154325878475202,1.135012023637686,000200-0010
scale-000200,qualification-synthetic,g,62011.0,20.038671394127118,1.1250206990128038,000200-0011
scale-000200,qualification-synthetic,g,62012.0,20.814188607915646,1.101788226403975,000200-0012
scale-000200,qualification-synthetic,g,62013.0,20.712576001618736,0.8320870877616884,000200-0013
scale-000200,qualification-synthetic,g,62014.0,22.307361950022905,1.034347056002396,000200-0014
scale-000200,qualification-synthetic,g,62015.0,23.110119679811692,0.8952126192977103,000200-0015
scale-000200,qualification-synthetic,g,62016.0,22.981947391287488,1.1025644320750698,000200-0016
scale-000200,qualification-synthetic,g,62017.0,25.600772085168785,1.1122999137132448,000200-0017
scale-000200,qualification-synthetic,g,62018.0,27.256346749176885,0.8540988366751937,000200-0018
scale-000200,qualification-synthetic,g,62019.0,26.9028428929341,0.8400070410574912,000200-0019
scale-000200,qualification-synthetic,g,62020.0,23.64541220303197,0.9641886808255635,000200-0020
scale-000200,qualification-synthetic,g,62021.0,19.166944791015133,0.9378988853060183,000200-0021
scale-000200,qualification-synthetic,g,62022.0,21.341601003089142,1.020021721316301,000200-0022
scale-000200,qualification-synthetic,g,62023.0,19.721021386369408,0.8620393804362427,000200-0023
scale-000200,qualification-synthetic,g,62024.0,20.96076903393044,1.0328411678414489,000200-0024
scale-000200,qualification-synthetic,g,62025.0,20.85488930949918,0.8357225510770996,000200-0025
